MaStRNummer,EinheitName,BetriebsStatusName,Bundesland,InbetriebnahmeDatum,StromspeichertechnologieBezeichnung,Stromspeichertechnologie,Batterietechnologie,Bruttoleistung,Nettonennleistung,NutzbareSpeicherkapazitaet,SpeicherEinheitMastrNummer
SEE996774526962,Wetzisreute Batterie,In Betrieb,Baden-Württemberg,/Date(1714089600000)/,Batterie,524,727,500.0,500.0,1288.0,SSE918647721465
SEE926969531082,Ristok Speicher,In Betrieb,Sachsen-Anhalt,/Date(1767139200000)/,Batterie,524,727,500.0,500.0,1032.0,SSE948284821341
SEE919423236128,500 kWh Speicher,In Betrieb,Sachsen-Anhalt,/Date(1456790400000)/,Batterie,524,727,500.0,500.0,500.0,SSE931616031662
SEE924133163466,Speicher H,In Planung,Sachsen-Anhalt,,Batterie,524,732,500.0,500.0,1000.0,SSE993689981251
SEE999110397349,Batteriespeicher Aybühlweg Kempten,In Betrieb,Bayern,/Date(1510617600000)/,Batterie,524,727,500.0,500.0,336.0,SSE946619863820
SEE926678249643,Batteriespeicher Reichenbacher Straße Nesselwang,In Betrieb,Bayern,/Date(1509062400000)/,Batterie,524,727,500.0,500.0,336.0,SSE976929402334
SEE904007985936,Batterie Wahlheim,In Betrieb,Rheinland-Pfalz,/Date(1654732800000)/,Batterie,524,727,500.0,500.0,712.0,SSE907596083106
SEE929152127277,Eckl _LTEC-AGRI-Speicher,In Betrieb,Bayern,/Date(1722816000000)/,Batterie,524,727,500.0,500.0,1288.0,SSE941272453630
SEE990653966627,Ecoflow River 3 plus Max,In Betrieb,Nordrhein-Westfalen,/Date(1774310400000)/,Batterie,524,727,500.0,500.0,0.858,SSE948715930697
SEE989631159991,PB1 Petersruh Batterie 1,In Planung,Brandenburg,,Batterie,524,727,500.0,500.0,1000.0,SSE955750123274
SEE948955243250,"260728_BESS_OSMOWA_3.837,60 kWp",In Betrieb,Nordrhein-Westfalen,/Date(1785110400000)/,Batterie,524,727,500.0,500.0,1075.0,SSE904277983977
SEE968176237470,Actrada,In Betrieb,Bayern,/Date(1701734400000)/,Batterie,524,727,1120.0,500.0,1120.0,SSE974355480919
SEE998138959331,Notstromspeicher Reichenbach Oberstdorf,In Betrieb,Bayern,/Date(1513641600000)/,Batterie,524,727,500.0,500.0,336.0,SSE958607654389
SEE930369934725,Pilotanlage Master+ USV-Batterie,Endgültig stillgelegt,Nordrhein-Westfalen,/Date(1536969600000)/,Batterie,524,728,500.0,500.0,500.0,SSE978695007942
SEE932834592065,Agri-Photovoltaik Krauscha BatI,In Betrieb,Sachsen,/Date(1730764800000)/,Batterie,524,727,500.0,500.0,1288.8,SSE983220037158
SEE927405316089,WBS500_Geothermie,In Betrieb,Mecklenburg-Vorpommern,/Date(1537228800000)/,Batterie,524,727,500.0,500.0,926.0,SSE917093939912
SEE968366322191,Anlage 1500 Batterie,In Planung,Rheinland-Pfalz,,Batterie,524,727,500.0,500.0,1000.0,SSE978141885773
SEE929742020308,GrafingenergieStromspeiser2,In Planung,Bayern,,Batterie,524,727,1000.0,500.0,1000.0,SSE920974478882
SEE988786626310,2025 Speicher Dußlingen,In Betrieb,Baden-Württemberg,/Date(1749081600000)/,Batterie,524,727,500.0,500.0,966.0,SSE980956266944
SEE991029087809,Batterie Adrian Stoop Str 50,In Betrieb,Bayern,/Date(1781481600000)/,Batterie,524,727,800.0,500.0,1004.0,SSE909497767659
SEE988936512111,Fernwärme Alfhausen - Batteriespeicher I Bertha-Benz-Straße,In Planung,Niedersachsen,,Batterie,524,,500.0,500.0,1000.0,SSE967516136008
SEE948088495915,Batteriespeicher Fuggerstraße Dietmannsried,In Betrieb,Bayern,/Date(1513728000000)/,Batterie,524,727,500.0,500.0,336.0,SSE911484219188
SEE996447760945,Batteriespeicher Schotterwerk Beuerlein Aub,In Betrieb,Bayern,/Date(1774915200000)/,Batterie,524,727,500.0,500.0,1075.0,SSE940785880391
SEE902211772656,Batteriespeicher MTU EnergyPack-QM 500 kVA / 582kWh,In Betrieb,Sachsen,/Date(1639699200000)/,Batterie,524,727,500.0,500.0,500.0,SSE995654817480
SEE961655529356,Agri-Photovoltaik Epfendorf BatI,In Betrieb,Baden-Württemberg,/Date(1716249600000)/,Batterie,524,727,500.0,500.0,1159.0,SSE947950781910
SEE931971412816,BSG -PV MO Sp,In Betrieb,Saarland,/Date(1713225600000)/,Batterie,524,727,500.0,500.0,1288.8,SSE920088766820
SEE982733805193,Batteriespeichercontainer,In Betrieb,Brandenburg,/Date(1607385600000)/,Batterie,524,727,500.0,500.0,1327.0,SSE908129536083
SEE949447387377,APEX 1-MWh-Batteriespeicher WBS500,In Betrieb,Mecklenburg-Vorpommern,/Date(1651536000000)/,Batterie,524,727,500.0,500.0,925.0,SSE996140359873
SEE943540790294,Oberberg2 PSW F1,In Betrieb,Bayern,/Date(1167609600000)/,Pumpspeicher,1537,,500.0,500.0,42000.0,SSE970268127842
SEE927672771390,Grünstromspeicher Jungensberg,In Betrieb,Bayern,/Date(1776729600000)/,Batterie,524,727,500.0,500.0,929.0,SSE998253398091
SEE989701749992,Bergkirchen Stromspeicher Qinous,In Planung,Bayern,,Batterie,524,727,500.0,500.0,554.0,SSE942241886572
SEE971568876652,BTC_PFL P03,Vorübergehend stillgelegt,Niedersachsen,/Date(1617926400000)/,Batterie,524,727,500.0,500.0,0.01,SSE956548940103
SEE986618506519,Stromspeicher Innovation GE 25,In Planung,Bayern,,Batterie,524,727,500.0,500.0,1000.0,SSE967656037777
SEE943412256910,MuLI-Batteriespeicher,In Betrieb,Nordrhein-Westfalen,/Date(1632960000000)/,Batterie,524,727,500.0,500.0,255.0,SSE928943589232
SEE916450758067,"Batteriespeicher Mittelberg, West  STAT",In Betrieb,Bayern,/Date(1545350400000)/,Batterie,524,727,500.0,500.0,302.0,SSE987733478606
SEE948707971585,Speicher Löhner Str.,In Betrieb,Nordrhein-Westfalen,/Date(1776729600000)/,Batterie,524,727,500.0,500.0,1056.0,SSE950430851836
SEE962603196187,Richlisreute Batterie,In Betrieb,Baden-Württemberg,/Date(1714089600000)/,Batterie,524,727,500.0,500.0,1288.0,SSE996959967689
SEE950045976481,BTC_PFL P04,Vorübergehend stillgelegt,Niedersachsen,/Date(1617926400000)/,Batterie,524,727,500.0,500.0,0.01,SSE982472542601
SEE976268355988,"260714_LUD_V＆V_748,8kWp_BS",In Betrieb,Rheinland-Pfalz,/Date(1783987200000)/,Batterie,524,727,500.0,500.0,885.0,SSE924249083573
SEE932630157796,Kaltenkirchen Stromspeicher Qinous,In Planung,Schleswig-Holstein,,Batterie,524,727,500.0,500.0,554.0,SSE951790104112
SEE970804654573,Speicher Buchenweg,In Planung,Niedersachsen,,Batterie,524,727,500.0,500.0,1012.0,SSE953295550241
SEE912449451339,Agri-Solarpark Löffingen BatI,In Betrieb,Baden-Württemberg,/Date(1731369600000)/,Batterie,524,727,500.0,500.0,1289.0,SSE942250610120
SEE968554030204,BTC_PFL P02,Vorübergehend stillgelegt,Niedersachsen,/Date(1617926400000)/,Batterie,524,727,500.0,500.0,0.01,SSE910626008789
SEE997158781724,Speicher Klünenberg,In Planung,Niedersachsen,,Batterie,524,727,500.0,500.0,1000.0,SSE962487972990
SEE995967653034,Speicher Solarpark Hetzlos,In Planung,Bayern,,Batterie,524,,500.0,500.0,415.0,SSE916923809722
SEE909272686465,Eratsrain Batterie,In Betrieb,Baden-Württemberg,/Date(1714089600000)/,Batterie,524,727,500.0,500.0,1288.0,SSE954315781447
SEE942302009865,PV Anlage,In Betrieb,Hessen,/Date(1776211200000)/,Batterie,524,727,500.0,500.0,500.0,SSE933023398215
SEE949605072114,SP AEN Batteriespeicher A3/A5,In Planung,Bayern,,Batterie,524,727,482.0,482.0,964.0,SSE964735928186
SEE982036537517,Batteriespeicher 1,In Betrieb,Hamburg,/Date(1574121600000)/,Batterie,524,727,480.0,480.0,920.0,SSE970124976874
SEE919315360603,Batteriespeicher Wildpoldsried,In Betrieb,Bayern,/Date(1774569600000)/,Batterie,524,727,480.0,480.0,960.0,SSE915690394011
SEE967157004759,Heppenheim Stromspeicher Fenecon,In Planung,Hessen,,Batterie,524,727,480.0,480.0,500.0,SSE951065741196
SEE996924401095,Lager_Lidl_Erlensee_Batt,In Betrieb,Hessen,/Date(1633564800000)/,Batterie,524,727,460.0,460.0,1457.0,SSE963730127396
SEE957298374385,Speicher-Bramel1162,In Planung,Niedersachsen,,Batterie,524,727,460.0,460.0,920.0,SSE955940670205
SEE934859860990,PV Ladepark Heinrichshof,In Betrieb,Nordrhein-Westfalen,/Date(1729641600000)/,Batterie,524,727,460.0,460.0,495.0,SSE908138109612
SEE930431012306,DULM01N (Dorsten),In Betrieb,Nordrhein-Westfalen,/Date(1732579200000)/,Batterie,524,727,460.0,460.0,968.0,SSE990372056159
SEE992042617912,Gaustromspeicher,In Betrieb,Bayern,/Date(1783900800000)/,Batterie,524,727,460.0,460.0,920.0,SSE927466639080
SEE959401360704,Speicher-Osten393,In Betrieb,Niedersachsen,/Date(1778112000000)/,Batterie,524,727,460.0,460.0,922.0,SSE908051492907
SEE912997301797,PACCAR Parts Massbach BESS,In Planung,Bayern,,Batterie,524,727,460.0,460.0,967.5,SSE968498689247
SEE912547840417,Batteriespeicher Böhme 2023,In Betrieb,Bayern,/Date(1703203200000)/,Batterie,524,727,455.0,455.0,405.0,SSE957169972832
SEE949117296008,Speicher Ost_Messe Friedrichshafen,In Betrieb,Baden-Württemberg,/Date(1773878400000)/,Batterie,524,727,450.0,450.0,941.0,SSE930912466833
SEE900702056025,Batteriespeicher 1,In Betrieb,Bayern,/Date(1769731200000)/,Batterie,524,732,450.0,450.0,885.0,SSE983288343611
SEE962694649210,Batteriespeicher zwissTEX Germany,In Betrieb,Baden-Württemberg,/Date(1776816000000)/,Batterie,524,727,450.0,450.0,846.9,SSE905418959776
SEE979635737127,Sturmwind 1.1,In Planung,Schleswig-Holstein,,Batterie,524,727,440.0,440.0,900.0,SSE933385150568
SEE951380506890,PVA Dirmingen II BESS,In Planung,Saarland,,Batterie,524,727,440.0,440.0,1820.0,SSE988154548084
SEE929641682317,Batteriespeicher LK Bacmeister,In Betrieb,Nordrhein-Westfalen,/Date(1764892800000)/,Batterie,524,727,440.0,440.0,916.0,SSE948457719987
SEE937813917464,Speicher,In Planung,Bayern,,Batterie,524,732,440.0,440.0,1500.0,SSE923624461388
SEE975774567724,PV 3 Halle ＆ Carport,In Betrieb,Baden-Württemberg,/Date(1765324800000)/,Batterie,524,727,1000.0,440.0,2258.0,SSE919757478829
SEE968514715073,Berlin - POCO Wedding,In Betrieb,Berlin,/Date(1766102400000)/,Batterie,524,727,436.0,436.0,436.0,SSE915173980915
SEE972074109685,Oldenburg - Netto Alter Postweg,In Betrieb,Niedersachsen,/Date(1782777600000)/,Batterie,524,727,436.0,436.0,436.0,SSE906312464540
SEE926739409559,Velbert - Fressnapf,In Betrieb,Nordrhein-Westfalen,/Date(1770336000000)/,Batterie,524,727,436.0,436.0,436.0,SSE978501123552
SEE901336542441,Hemmoor - Netto Stader Straße,In Betrieb,Niedersachsen,/Date(1772496000000)/,Batterie,524,727,436.0,436.0,436.0,SSE924789199437
SEE925933249916,Moers - Netto Düsseldorfer Straße,In Betrieb,Nordrhein-Westfalen,/Date(1783382400000)/,Batterie,524,727,436.0,436.0,436.0,SSE958410259283
SEE945982894516,Wilhelmshaven - Netto Ernst Barlach Straße,In Betrieb,Niedersachsen,/Date(1774915200000)/,Batterie,524,727,436.0,436.0,436.0,SSE906010404084
SEE964086968916,Gardelegen - Netto Am Kämmereiforst,In Betrieb,Sachsen-Anhalt,/Date(1787097600000)/,Batterie,524,727,436.0,436.0,436.0,SSE985461774366
SEE902456970633,Coburg - Netto Callenbergerstraße,In Betrieb,Bayern,/Date(1773705600000)/,Batterie,524,727,436.0,436.0,436.0,SSE905747165299
SEE955667827456,Halle - Netto Delitzscher Straße,In Betrieb,Sachsen-Anhalt,/Date(1782259200000)/,Batterie,524,727,436.0,436.0,436.0,SSE924590010495
SEE906881721631,Freiburg - McFit ＆ McDonalds,In Betrieb,Baden-Württemberg,/Date(1782432000000)/,Batterie,524,727,436.0,436.0,436.0,SSE951556959772
SEE957868942778,Berlin Hellersdorf - La Festa,In Betrieb,Berlin,/Date(1773360000000)/,Batterie,524,727,436.0,436.0,436.0,SSE967191623930
SEE951859356445,Wenden - Netto Koblenzer Straße,In Betrieb,Nordrhein-Westfalen,/Date(1785283200000)/,Batterie,524,727,436.0,436.0,436.0,SSE928357494313
SEE946262283204,Salzweg - Netto Passauer Straße,In Betrieb,Bayern,/Date(1787184000000)/,Batterie,524,727,436.0,436.0,436.0,SSE975139069511
SEE965931527876,Nordhausen - Netto Gerhart-Hauptmann-Straße,In Betrieb,Thüringen,/Date(1786579200000)/,Batterie,524,727,436.0,436.0,436.0,SSE984320304386
SEE908178339680,Batteriespeicher,In Betrieb,Niedersachsen,/Date(1642032000000)/,Batterie,524,727,435.0,435.0,230.4,SSE902324884185
SEE945036905830,PVA Lippetal Speicher,In Betrieb,Nordrhein-Westfalen,/Date(1785196800000)/,Batterie,524,727,432.0,432.0,860.0,SSE917428502583
SEE903513637179,Batteriespeicher 405 kW - 2025,In Betrieb,Niedersachsen,/Date(1761091200000)/,Batterie,524,727,405.0,405.0,1233.0,SSE944325708046
SEE908280447303,LFD 13/50,In Betrieb,Nordrhein-Westfalen,/Date(1763596800000)/,Batterie,524,727,405.0,405.0,1233.0,SSE941280150361
SEE998409486894,LFD 13/51,In Betrieb,Nordrhein-Westfalen,/Date(1768953600000)/,Batterie,524,727,405.0,405.0,1620.0,SSE963473432344
SEE929660744829,Containerspeicher_RW Food_Solution,In Betrieb,Thüringen,/Date(1764288000000)/,Batterie,524,727,405.0,405.0,1233.0,SSE976801780291
SEE947987417462,Batteriespeicher Michelau,In Betrieb,Bayern,/Date(1731628800000)/,Batterie,524,727,405.0,405.0,1109.0,SSE935997222275
SEE913632023296,Kraftwek EV,In Betrieb,Niedersachsen,/Date(1787011200000)/,Batterie,524,727,400.0,400.0,400.0,SSE904193256858
SEE932693030883,SP Türkenfeld Speicher,In Planung,Bayern,,Batterie,524,727,400.0,400.0,800.0,SSE936695615079
SEE975929008355,SP Wellingen Bat1,In Betrieb,Saarland,/Date(1729209600000)/,Batterie,524,727,400.0,400.0,1159.0,SSE908266419423
SEE944445104377,GA USV21,In Betrieb,Hamburg,/Date(1612310400000)/,Batterie,524,728,416.0,400.0,132.5,SSE940711463117
SEE970148262014,Batteriespeicher Nufringen,In Betrieb,Baden-Württemberg,/Date(1753920000000)/,Batterie,524,727,400.0,400.0,481.0,SSE932132755810
SEE963207610550,GA USV17,In Betrieb,Hamburg,/Date(1616544000000)/,Batterie,524,728,416.0,400.0,124.6,SSE905062278483
SEE963469922538,Dr. Gantenberg 400kW,In Betrieb,Bayern,/Date(1751587200000)/,Batterie,524,727,400.0,400.0,1044.0,SSE922537230395
SEE999607959524,GA USV24,In Betrieb,Hamburg,/Date(1611705600000)/,Batterie,524,728,416.0,400.0,124.6,SSE964769919426
SEE971028502831,Batteriespeicher Rieste Meppener Str,In Betrieb,Niedersachsen,/Date(1742169600000)/,Batterie,524,727,400.0,400.0,640.0,SSE959306209382
SEE984668323155,NOS USV01,In Betrieb,Hamburg,/Date(1638576000000)/,Batterie,524,728,416.0,400.0,201.6,SSE951274736556
SEE982314140088,PV_Speicher_Freyung,In Planung,Bayern,,Batterie,524,727,400.0,400.0,900.0,SSE926391021991
SEE927288508588,GA USV12,In Betrieb,Hamburg,/Date(1616025600000)/,Batterie,524,728,416.0,400.0,132.5,SSE968777746968
SEE991916924828,GA USV19,In Betrieb,Hamburg,/Date(1611100800000)/,Batterie,524,728,416.0,400.0,132.5,SSE981265432167
SEE947064487098,BESS Obersöchering,In Betrieb,Bayern,/Date(1730851200000)/,Batterie,524,727,400.0,400.0,1000.0,SSE943830897061
SEE976741221045,Speicher Ingolstadt IX - P25-158,In Planung,Bayern,,Batterie,524,727,400.0,400.0,800.0,SSE942182897095
SEE944939544504,Speicher Tesvolt,In Betrieb,Baden-Württemberg,/Date(1737417600000)/,Batterie,524,727,400.0,400.0,640.0,SSE906137743882
SEE947087735060,Energiepark Nordhausen BESS,In Planung,Thüringen,,Batterie,524,727,400.0,400.0,1205.0,SSE989811293675
SEE917655654796,GA USV18,In Betrieb,Hamburg,/Date(1611100800000)/,Batterie,524,728,416.0,400.0,132.5,SSE961454077874
SEE953107470675,Emission-Speicher,In Betrieb,Niedersachsen,/Date(1784851200000)/,Batterie,524,727,400.0,400.0,860.0,SSE993532896909
SEE943786356827,GA USV15,In Betrieb,Hamburg,/Date(1615420800000)/,Batterie,524,728,416.0,400.0,124.6,SSE941117940981
SEE947549273918,GA USV20,In Betrieb,Hamburg,/Date(1612310400000)/,Batterie,524,728,416.0,400.0,132.5,SSE953586074845
SEE991946773175,GA USV23,In Betrieb,Hamburg,/Date(1611705600000)/,Batterie,524,728,416.0,400.0,124.6,SSE996683105623
SEE979553765868,GA USV16,In Betrieb,Hamburg,/Date(1616544000000)/,Batterie,524,728,416.0,400.0,124.6,SSE938766858569
SEE954478229374,Batt GreenLife Schwerin,In Betrieb,Mecklenburg-Vorpommern,/Date(1692921600000)/,Batterie,524,727,400.0,400.0,640.0,SSE988046815003
SEE954453991784,GA USV14,In Betrieb,Hamburg,/Date(1615420800000)/,Batterie,524,728,416.0,400.0,124.6,SSE926237312245
SEE911168218926,GK_Spitzenlast_Li-Ionen,In Betrieb,Bayern,/Date(1655942400000)/,Batterie,524,727,400.0,400.0,554.0,SSE921627082463
SEE980350847626,Speicher Brandenberger Feld,In Planung,Bayern,,Batterie,524,727,400.0,400.0,800.0,SSE942251965434
SEE907270059632,Batterieanlage Lastspitzenreduktion Goodyear Riesa,In Betrieb,Sachsen,/Date(1648771200000)/,Batterie,524,727,400.0,400.0,400.0,SSE936587071808
SEE990309375971,Batteriespeicher BR-1,In Betrieb,Bayern,/Date(1757980800000)/,Batterie,524,727,400.0,400.0,924.0,SSE908071633571
SEE964549997514,GA USV22,In Betrieb,Hamburg,/Date(1611705600000)/,Batterie,524,728,416.0,400.0,124.6,SSE906017440887
SEE908925070040,GA USV13,In Betrieb,Hamburg,/Date(1616025600000)/,Batterie,524,728,416.0,400.0,132.5,SSE971906630748
SEE995725461611,GA USV11,In Betrieb,Hamburg,/Date(1616025600000)/,Batterie,524,728,416.0,400.0,132.5,SSE903871288235
SEE948309869679,NOS USV02,In Betrieb,Hamburg,/Date(1638576000000)/,Batterie,524,728,416.0,400.0,201.6,SSE947946111462
SEE954681050826,Batteriespeicher PV-Anlage Bitterfeld,In Planung,Sachsen-Anhalt,,Batterie,524,727,400.0,400.0,240.0,SSE932622615501
SEE939187220164,Speicher HLZF,In Betrieb,Thüringen,/Date(1779926400000)/,Batterie,524,727,399.0,399.0,932.0,SSE944547738609
SEE950602379045,Batteriespeicher Möck Biogas,In Betrieb,Bayern,/Date(1764547200000)/,Batterie,524,727,396.0,396.0,900.0,SSE989992235075
SEE994375332593,Zander Solar Batteriespeicher 1,In Planung,Baden-Württemberg,,Batterie,524,727,380.0,380.0,180.0,SSE908627317689
SEE950496580978,Stromspeicher,In Planung,Baden-Württemberg,,Batterie,524,727,375.0,375.0,765.0,SSE923213400286
SEE912967633460,Mellrichstadt 1,In Planung,Bayern,,Batterie,524,727,375.0,375.0,783.0,SSE927715728824
SEE952921591726,PVA Seehausen Innovation Speicher,In Planung,Sachsen-Anhalt,,Batterie,524,727,375.0,375.0,783.6,SSE930664213198
SEE908383406085,Mellrichstadt 1,In Planung,Bayern,,Batterie,524,727,375.0,375.0,783.0,SSE904403773410
SEE951090705231,sungrow Batterie,In Planung,Baden-Württemberg,,Batterie,524,727,375.0,375.0,771.0,SSE917502974138
SEE962782663531,Speicher Lenting VI - P22-362,In Planung,Bayern,,Batterie,524,727,375.0,375.0,750.0,SSE937983572913
SEE947445854082,Storage44 Speicher Colonia,In Betrieb,Nordrhein-Westfalen,/Date(1769558400000)/,Batterie,524,730,368.0,368.0,736.0,SSE909576407902
SEE951654439459,FENE_I_M_2026,In Planung,Hessen,,Batterie,524,727,368.0,368.0,904.0,SSE935173881425
SEE928276530444,Trading-Speicher Stall,In Planung,Niedersachsen,,Batterie,524,727,368.0,368.0,1376.0,SSE947332001759
SEE900146624224,Powerstation St. Hülfe,In Planung,Niedersachsen,,Batterie,524,732,368.0,368.0,11920.0,SSE902577311063
SEE908582079066,Stromspeicher 1,In Betrieb,Bayern,/Date(1690848000000)/,Batterie,524,731,368.0,368.0,656.0,SSE923532745501
SEE905565070782,Fenecon Batterie,In Planung,Niedersachsen,,Batterie,524,727,368.0,368.0,656.0,SSE992256246328
SEE906519867236,Energiewürfel 1,In Planung,Niedersachsen,,Batterie,524,727,368.0,368.0,900.0,SSE937124831978
SEE925713962431,Schwaba Gebrauchtwagenzentrum,In Betrieb,Bayern,/Date(1748304000000)/,Batterie,524,727,368.0,368.0,588.0,SSE960529956533
SEE908086900491,Dools-Speicher,In Betrieb,Bayern,/Date(1770163200000)/,Batterie,524,727,368.0,368.0,737.0,SSE994319635674
SEE991751878720,BESS 368kW,In Betrieb,Niedersachsen,/Date(1782777600000)/,Batterie,524,730,368.0,368.0,736.0,SSE958369675080
SEE950339813645,Kinning Batteriespeicher,In Planung,Bayern,,Batterie,524,,361.0,361.0,722.0,SSE948994162864
SEE986473839623,Batteriespeicher (21075 P),In Betrieb,Baden-Württemberg,/Date(1660089600000)/,Batterie,524,727,360.0,360.0,900.0,SSE936338625328
SEE908660911400,Batteriespeicher,Endgültig stillgelegt,Rheinland-Pfalz,/Date(1705449600000)/,Batterie,524,727,360.0,360.0,400.0,SSE988884032624
SEE949544693333,Halle 4-6 Quander Versmold Speicher,In Betrieb,Nordrhein-Westfalen,/Date(1621555200000)/,Batterie,524,727,360.0,360.0,341.0,SSE970132009793
SEE981124006935,Halle 1-3 Quander Versmold Speicher,In Betrieb,Nordrhein-Westfalen,/Date(1621555200000)/,Batterie,524,727,360.0,360.0,341.0,SSE940004821310
SEE935222798384,Graustromspeicher,In Betrieb,Bayern,/Date(1772582400000)/,Batterie,524,727,360.0,360.0,806.4,SSE916396621098
SEE982854331656,Gewerbespeicher 2026,In Betrieb,Baden-Württemberg,/Date(1785456000000)/,Batterie,524,727,360.0,360.0,1200.0,SSE912780310043
SEE901013376239,Batterie Carport Auggen,In Betrieb,Baden-Württemberg,/Date(1718236800000)/,Batterie,524,727,360.0,360.0,360.0,SSE991097876220
SEE921567836218,Speicher 2026,In Betrieb,Niedersachsen,/Date(1768780800000)/,Batterie,524,727,356.4,356.4,645.0,SSE971873259881
SEE921717205536,Speicher 2025,In Betrieb,Nordrhein-Westfalen,/Date(1766102400000)/,Batterie,524,727,356.4,356.4,645.0,SSE932211727479
SEE922586597555,Kluth Batteriespeicher,In Betrieb,Nordrhein-Westfalen,/Date(1764288000000)/,Batterie,524,727,352.0,352.0,398.0,SSE968004815948
SEE931066475139,Lastmanagement OWII,In Betrieb,Sachsen-Anhalt,/Date(1673308800000)/,Batterie,524,727,352.0,352.0,300.0,SSE983049485765
SEE997381344840,Geflügelhof Retzbach,In Planung,Baden-Württemberg,,Batterie,524,727,350.0,350.0,700.0,SSE934485392841
SEE922141430242,SE_2021_1288_Erwitte_Speicher,In Betrieb,Nordrhein-Westfalen,/Date(1640736000000)/,Batterie,524,727,350.0,350.0,246.0,SSE999849029115
SEE937293802656,Stromspeicher eMobility Ladepark Duisburg,In Betrieb,Nordrhein-Westfalen,/Date(1546819200000)/,Batterie,524,727,350.0,350.0,210.0,SSE988959887333
SEE946786112424,Batteriespeicher Biogasanlage,In Betrieb,Nordrhein-Westfalen,/Date(1756339200000)/,Batterie,524,727,350.0,350.0,1233.0,SSE912501781992
SEE921090636491,Speicher ROSIER Menden 2023,In Betrieb,Nordrhein-Westfalen,/Date(1700611200000)/,Batterie,524,727,350.0,350.0,608.0,SSE910269530340
SEE927427265327,GK_Spitzenlast_VFRB,In Betrieb,Bayern,/Date(1669593600000)/,Batterie,524,729,350.0,350.0,1500.0,SSE915997413354
SEE927251357052,Batteriespeicher LZ Freiburg,In Planung,Baden-Württemberg,,Batterie,524,727,346.5,346.5,315.0,SSE959847498146
SEE913585038255,Speicher,In Betrieb,Baden-Württemberg,/Date(1782432000000)/,Batterie,524,727,345.0,345.0,696.0,SSE958982136197
SEE904786882976,Batteriespeicher,In Betrieb,Hessen,/Date(1707696000000)/,Batterie,524,727,660.0,340.0,1120.0,SSE936843655988
SEE928918716410,Notstrom_2,In Planung,Schleswig-Holstein,,Batterie,524,727,340.0,340.0,320.0,SSE953965138687
SEE901422714356,Speicher - 480 kWh,In Betrieb,Bayern,/Date(1760832000000)/,Batterie,524,727,340.0,340.0,480.0,SSE964516501935
SEE959100820912,PV-Anlage Aufdach 320 kWp/Speicher,In Betrieb,Niedersachsen,/Date(1783468800000)/,Batterie,524,727,330.0,330.0,264.0,SSE978878138265
SEE951862218860,THAB Gebäude 50 Stromspeicher,In Betrieb,Bayern,/Date(1770681600000)/,Batterie,524,727,328.0,328.0,645.0,SSE907350361785
SEE942905296181,W050-TS_Mercedes-Benz Werk Sindelfingen Stromspeicher Bau 56,In Betrieb,Baden-Württemberg,/Date(1673827200000)/,Batterie,524,727,325.0,325.0,700.0,SSE940523327683
SEE908943297696,Speicher,In Planung,Thüringen,,Batterie,524,727,324.0,324.0,645.0,SSE944249603700
SEE902088447725,Freifläche_195.2025,In Betrieb,Hessen,/Date(1763424000000)/,Batterie,524,727,324.0,324.0,860.0,SSE905047952674
SEE910226812915,Fontus Businesspark Speicher 2026,In Planung,Baden-Württemberg,,Batterie,524,727,324.0,324.0,645.0,SSE995398053304
SEE923543626837,Speicher,In Betrieb,Brandenburg,/Date(1754006400000)/,Batterie,524,727,324.0,324.0,645.0,SSE978260673664
SEE903282949305,Speicher-Wiesmoor807,In Planung,Niedersachsen,,Batterie,524,727,324.0,324.0,723.0,SSE984513363589
SEE916272567144,Stromspeicher-12.2025,In Betrieb,Hessen,/Date(1737936000000)/,Batterie,524,727,324.0,324.0,645.0,SSE938057993573
SEE983896480913,TAS Aschersleben Majoranweg,In Betrieb,Sachsen-Anhalt,/Date(1756944000000)/,Batterie,524,727,324.0,324.0,645.0,SSE925277258520
SEE927725681966,Stromspeicher,In Betrieb,Nordrhein-Westfalen,/Date(1780012800000)/,Batterie,524,727,324.0,324.0,645.0,SSE990015322443
SEE914968913053,Solaranlage Hüttenstrasse Salzgitter,In Betrieb,Niedersachsen,/Date(1747267200000)/,Batterie,524,732,322.0,322.0,744.0,SSE978059391472
SEE952439638906,Agri-PV Paßhausen,In Planung,Bayern,,Batterie,524,727,320.0,320.0,3375.96,SSE917826459731
SEE934970400594,GustavKlein,In Betrieb,Baden-Württemberg,/Date(1627776000000)/,Batterie,524,727,320.0,320.0,280.0,SSE937628274899
SEE991638493466,Speicher Ladepark  SHL,In Betrieb,Thüringen,/Date(1681171200000)/,Batterie,524,727,308.0,308.0,342.5,SSE940823101174
SEE939879484126,Speicher,In Betrieb,Sachsen-Anhalt,/Date(1604016000000)/,Batterie,524,727,300.0,300.0,307.2,SSE985116789370
SEE947543892115,NM Batteriespeicher NCC Ost -2,In Betrieb,Bayern,/Date(1751328000000)/,Batterie,524,727,300.0,300.0,920.0,SSE986631107571
SEE957802589816,NM Batteriespeicher Parkplatz Süd-Ost 1,In Betrieb,Bayern,/Date(1743984000000)/,Batterie,524,727,300.0,300.0,920.0,SSE989216835807
SEE927931349377,Stromspeicher,In Betrieb,Bayern,/Date(1771804800000)/,Batterie,524,727,300.0,300.0,640.0,SSE925162579136
