MaStRNummer,EinheitName,BetriebsStatusName,Bundesland,InbetriebnahmeDatum,StromspeichertechnologieBezeichnung,Stromspeichertechnologie,Batterietechnologie,Bruttoleistung,Nettonennleistung,NutzbareSpeicherkapazitaet,SpeicherEinheitMastrNummer
SEE949655786481,BESS Werdau,In Betrieb,Sachsen,/Date(1785801600000)/,Batterie,524,727,10100.0,9200.0,20000.0,SSE902025220893
SEE908200741672,BES LRB 2,In Betrieb,Sachsen,/Date(1529884800000)/,Batterie,524,728,9125.0,9125.0,14166.0,SSE990873932983
SEE974949152857,Batteriespeicher,In Betrieb,Rheinland-Pfalz,/Date(1537315200000)/,Batterie,524,727,9000.0,9000.0,6500.0,SSE919294581464
SEE993343765999,Köpfelholz - BESS,In Betrieb,Bayern,/Date(1772323200000)/,Batterie,524,727,8944.0,8944.0,17888.0,SSE947512754741
SEE921869198069,Stromspeicher 2 - Bad Orb,In Betrieb,Hessen,/Date(1783641600000)/,Batterie,524,727,8944.0,8944.0,17888.0,SSE986146801193
SEE910345719737,Wunsiedel Holenbrunn Ost PV-Park,In Betrieb,Bayern,/Date(1764720000000)/,Batterie,524,727,8900.0,8900.0,17880.0,SSE913342768227
SEE912580321386,Pfaffenklinge Speicher,In Betrieb,Baden-Württemberg,/Date(1786406400000)/,Batterie,524,727,10009.0,8840.0,20063.84,SSE994274817443
SEE977449488969,Augsutusburg 1 Speicher,In Betrieb,Sachsen,/Date(1763424000000)/,Batterie,524,727,8780.0,8780.0,40000.0,SSE921794949279
SEE996279626716,Stromspeicher,In Planung,Rheinland-Pfalz,,Batterie,524,727,8740.0,8740.0,20060.0,SSE965184964480
SEE959090349080,Speicher Umspannwerk,In Betrieb,Bayern,/Date(1750032000000)/,Batterie,524,727,8575.0,8575.0,20365.0,SSE963813711467
SEE932752516075,Zwickau 2 Speicher,In Betrieb,Sachsen,/Date(1751414400000)/,Batterie,524,727,8519.68,8519.68,7454.72,SSE978829315790
SEE983807618602,Batteriespeicher,In Planung,Niedersachsen,,Batterie,524,727,8400.0,8400.0,20000.0,SSE994883523261
SEE943622225836,Kyon-29 Battery Storage,In Betrieb,Nordrhein-Westfalen,/Date(1765411200000)/,Batterie,524,727,8280.0,8280.0,19800.0,SSE907445997257
SEE919978964262,Stromspeicher Batterie Riegel II,In Betrieb,Baden-Württemberg,/Date(1754006400000)/,Batterie,524,727,8096.0,8096.0,14168.0,SSE958103814058
SEE959988726436,BESS Issigau,In Betrieb,Bayern,/Date(1733788800000)/,Batterie,524,727,8000.0,8000.0,25343.6,SSE996048797937
SEE961726224098,Batteriespeicher Schneeberg zur Verbesserung der Versorgungssicherheit,In Planung,Sachsen,,Batterie,524,727,8000.0,8000.0,16000.0,SSE937264337392
SEE914187288024,Batteriespeicher Photovoltaik Tibo Solar Oderland,In Planung,Brandenburg,,Batterie,524,727,8000.0,8000.0,16000.0,SSE912975247833
SEE937262655818,BEES am Wandwasser,In Planung,Bayern,,Batterie,524,727,8000.0,8000.0,20000.0,SSE967358432160
SEE903072597747,trlyr 7,In Betrieb,Sachsen,/Date(1786579200000)/,Batterie,524,727,8000.0,8000.0,17500.0,SSE985764489455
SEE961121249313,MJ6. Untere Hub Speicher,In Planung,Bayern,,Batterie,524,727,7750.0,7750.0,15500.0,SSE913642309595
SEE954986580356,Batteriespeicher TEAtherm,In Planung,Bayern,,Batterie,524,727,7740.0,7740.0,15047.0,SSE990399028245
SEE980878446523,Warringholz Speicher,In Betrieb,Schleswig-Holstein,/Date(1780444800000)/,Batterie,524,727,7668.0,7668.0,13416.0,SSE936094602595
SEE922480517116,Batteriespeicheranlage Poing,In Betrieb,Bayern,/Date(1671494400000)/,Batterie,524,727,7560.0,7560.0,7360.0,SSE999652720803
SEE949834584921,Batteriespeicher UW Meitingen,In Betrieb,Bayern,/Date(1669680000000)/,Batterie,524,727,7560.0,7560.0,6624.0,SSE901076052019
SEE987287625068,BESS zur PV-FFA Gardelegen Flugplatz,In Planung,Sachsen-Anhalt,,Batterie,524,727,7500.0,7500.0,15000.0,SSE932637051615
SEE902743582273,Batteriespeicher Gersthofen 2,In Planung,Bayern,,Batterie,524,727,7500.0,7500.0,15000.0,SSE992381316484
SEE996056393350,BESS Bokensdorf,In Planung,Niedersachsen,,Batterie,524,727,7500.0,7500.0,30000.0,SSE943094272543
SEE997127601664,Spoitgendorf I Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,7500.0,7500.0,15000.0,SSE908978140608
SEE904769505083,Groß-Batteriespeicher Schwerin-Lankow Erweiterung,In Betrieb,Mecklenburg-Vorpommern,/Date(1499990400000)/,Batterie,524,727,8000.0,7500.0,13150.0,SSE922195305060
SEE998402334093,Batterie HKW Bi Hybrid,In Betrieb,Nordrhein-Westfalen,/Date(1594080000000)/,Batterie,524,727,7500.0,7500.0,7500.0,SSE932650398230
SEE967978039572,"Batteriespeicher ,Liekfor 1-3",In Planung,Nordrhein-Westfalen,,Batterie,524,727,7500.0,7500.0,15045.0,SSE931609011152
SEE941446327163,Speicher Arndorf,In Planung,Bayern,,Batterie,524,,7500.0,7500.0,20000.0,SSE941670434484
SEE995288152438,Batteriespeicher Gersthofen 2,In Planung,Bayern,,Batterie,524,727,7500.0,7500.0,16000.0,SSE965301813103
SEE946228045150,Groß-Batteriespeicher Schwerin-Lankow,In Betrieb,Mecklenburg-Vorpommern,/Date(1410825600000)/,Batterie,524,727,8000.0,7500.0,6850.0,SSE943122834842
SEE997964210746,BESS zur PV-FFA Niedergörsdorf,In Planung,Brandenburg,,Batterie,524,727,7500.0,7500.0,15000.0,SSE993805823427
SEE989415663904,BES LRB,In Betrieb,Sachsen,/Date(1529884800000)/,Batterie,524,728,7300.0,7300.0,11333.0,SSE911959084181
SEE957063025665,Leinau Batteriespeicher,In Betrieb,Bayern,/Date(1612828800000)/,Batterie,524,727,7300.0,7300.0,3594.0,SSE998856944077
SEE971437854798,BESS Regionalwerke 1,In Planung,Bayern,,Batterie,524,727,7274.0,7274.0,15000.0,SSE985163930770
SEE943109815024,Speicher Beilrode I - Teilanlage 1,In Betrieb,Sachsen,/Date(1731628800000)/,Batterie,524,727,9144.0,7200.0,18291.42,SSE912587920940
SEE992078783438,BESS Diesenbach BF 11,In Planung,Bayern,,Batterie,524,727,7200.0,7200.0,28800.0,SSE951463693899
SEE939118109261,BESS Mallersdorf-Pfaffenberg,In Planung,Bayern,,Batterie,524,727,7200.0,7200.0,28800.0,SSE903117201158
SEE971310638231,BESS Diesenbach BF 1,In Planung,Bayern,,Batterie,524,727,7200.0,7200.0,28800.0,SSE950553305520
SEE994614006186,MJ 6. Speicher,In Betrieb,Bayern,/Date(1749081600000)/,Batterie,524,727,7100.0,7100.0,22360.0,SSE996982937833
SEE947673951089,Batteriespeicher Gransee Nord,In Planung,Brandenburg,,Batterie,524,727,7000.0,7000.0,14000.0,SSE977179765910
SEE961037170008,Speicher Laubst AK 1,In Planung,Brandenburg,,Batterie,524,727,7000.0,7000.0,14000.0,SSE992334817136
SEE997375335762,BESS Groß Kummerfeld Süd,In Planung,Schleswig-Holstein,,Batterie,524,727,7000.0,7000.0,14000.0,SSE991237493478
SEE988222104112,Speicher Forsthof,In Betrieb,Bayern,/Date(1698796800000)/,Batterie,524,727,7000.0,7000.0,16588.8,SSE904765305502
SEE918093565491,Speicher GG III (Teil 2),In Betrieb,Mecklenburg-Vorpommern,/Date(1762387200000)/,Batterie,524,727,7000.0,7000.0,14908.0,SSE930258103720
SEE963962333336,Batteriespeicher Tangerhütte,In Planung,Sachsen-Anhalt,,Batterie,524,727,7000.0,7000.0,14000.0,SSE922912723146
SEE955867610100,Batteriespeicher Premnitz,In Betrieb,Brandenburg,/Date(1780876800000)/,Batterie,524,727,7000.0,7000.0,15000.0,SSE916493984287
SEE966539145950,BAT-TF-6021-02,In Planung,Brandenburg,,Batterie,524,727,7000.0,7000.0,15000.0,SSE934187481386
SEE958091177623,Batteriespeicher Klötze Böckwitz,In Planung,Sachsen-Anhalt,,Batterie,524,727,7000.0,7000.0,14000.0,SSE964992125595
SEE983724235456,Speicher Buch,In Betrieb,Bayern,/Date(1693526400000)/,Batterie,524,727,7000.0,7000.0,13777.152,SSE983216502417
SEE914313759794,Batteriespeicher am DHE Dinslaken,In Betrieb,Nordrhein-Westfalen,/Date(1762387200000)/,Batterie,524,727,6960.0,6960.0,7444.0,SSE920444068476
SEE961244310587,Ehndorf 1.1 Speicher,In Betrieb,Schleswig-Holstein,/Date(1722384000000)/,Batterie,524,727,6900.0,6900.0,17891.328,SSE985959755198
SEE978504833045,Solarpark Breddin I BESS,In Planung,Brandenburg,,Batterie,524,727,6900.0,6900.0,18970.0,SSE959776844175
SEE904906740858,trlyr 1,In Betrieb,Brandenburg,/Date(1669593600000)/,Batterie,524,727,6900.0,6900.0,7592.0,SSE926082405956
SEE905808012746,Batteriepark Nägeleried,In Betrieb,Bayern,/Date(1783641600000)/,Batterie,524,727,6900.0,6900.0,13100.0,SSE993766029913
SEE991992786020,BESS Völklingen,In Planung,Saarland,,Batterie,524,727,6900.0,6900.0,28140.0,SSE983174620727
SEE978807761250,Icecreek Energy Vordorf,In Planung,Niedersachsen,,Batterie,524,727,6900.0,6900.0,15300.0,SSE979900284417
SEE906917494423,ECOspeicher Au,In Betrieb,Bayern,/Date(1670889600000)/,Batterie,524,727,6900.0,6900.0,8014.0,SSE959231522426
SEE979885315311,Lemwerder 1 Speicher,In Betrieb,Niedersachsen,/Date(1722902400000)/,Batterie,524,727,6900.0,6900.0,17891.328,SSE910597949210
SEE948856159582,Solarpark Lärz-Rechlin (Speicher),In Betrieb,Mecklenburg-Vorpommern,/Date(1698192000000)/,Batterie,524,727,6860.0,6860.0,7454.0,SSE954237231822
SEE967874076718,Frankfurt Oder Lindower Weg Speicher,In Planung,Brandenburg,,Batterie,524,727,6800.0,6800.0,13600.0,SSE995932047110
SEE999434890212,Brinkum 1 Speicher,In Planung,Niedersachsen,,Batterie,524,727,6800.0,6800.0,13600.0,SSE982414303192
SEE929726183425,Verl Speicher,In Planung,Nordrhein-Westfalen,,Batterie,524,727,6800.0,6800.0,13600.0,SSE945833713799
SEE964247284619,Speicher Gebot InnAus,In Planung,Sachsen-Anhalt,,Batterie,524,727,6800.0,6800.0,13610.0,SSE925318219671
SEE985857643535,Oster-Schnatebüll 2.3 Speicher,In Planung,Schleswig-Holstein,,Batterie,524,727,6800.0,6800.0,13600.0,SSE958669793675
SEE908011590407,Harburg Speicher,In Planung,Bayern,,Batterie,524,727,6800.0,6800.0,13600.0,SSE965455051888
SEE999140753016,BESS Wuppertal Mettmannerstr.,In Betrieb,Nordrhein-Westfalen,/Date(1780012800000)/,Batterie,524,727,6800.0,6800.0,15045.0,SSE904854747909
SEE907289746684,Emkendorf Grotenheid 2 Speicher,In Planung,Schleswig-Holstein,,Batterie,524,727,6800.0,6800.0,13600.0,SSE971109120039
SEE984375957926,Lossewerk,In Betrieb,Hessen,/Date(1750636800000)/,Batterie,524,732,6800.0,6800.0,13827.6,SSE950404227056
SEE984306445164,Speicher Wollomoos,In Planung,Bayern,,Batterie,524,727,6800.0,6800.0,13610.0,SSE961984214336
SEE942088280779,Papendorf Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,6800.0,6800.0,13600.0,SSE921665674590
SEE983689545126,Bagenz Speicher,In Planung,Brandenburg,,Batterie,524,727,6800.0,6800.0,13600.0,SSE993467469049
SEE922296644211,Speicher Rieda,In Planung,Sachsen-Anhalt,,Batterie,524,727,6800.0,6800.0,13700.0,SSE963796219240
SEE957904249984,Siedenbollentin 1.4 Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,6800.0,6800.0,13600.0,SSE999151465700
SEE973756499988,Ramin 1 Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,6800.0,6800.0,24000.0,SSE965259377245
SEE995287264767,Speicher Schildau,In Planung,Sachsen,,Batterie,524,727,6800.0,6800.0,22352.0,SSE928512945506
SEE931269878324,Speicher Lohrmannshof Inn24-1-045,In Planung,Bayern,,Batterie,524,727,6800.0,6800.0,13610.0,SSE961361399403
SEE956781791142,Batteriespeicher 1 Mettingen,In Betrieb,Nordrhein-Westfalen,/Date(1776816000000)/,Batterie,524,727,6757.0,6757.0,15477.0,SSE967838538764
SEE937976380952,Schönwohld - Speicher,In Planung,Schleswig-Holstein,,Batterie,524,727,6840.0,6750.0,15045.0,SSE969057448824
SEE990823623190,EA-1724073 Westerkappeln Velpe,In Planung,Nordrhein-Westfalen,,Batterie,524,732,6708.0,6708.0,13416.0,SSE959611081031
SEE902070793007,Geschendorf Speicher,In Betrieb,Schleswig-Holstein,/Date(1778630400000)/,Batterie,524,727,6708.0,6708.0,13416.0,SSE989610539813
SEE915264990090,Bürger PV Berlichingen Speicher 1,In Planung,Baden-Württemberg,,Batterie,524,727,6700.0,6700.0,20000.0,SSE969453780238
SEE910799319798,Ahausen Speicher,In Planung,Niedersachsen,,Batterie,524,727,6700.0,6700.0,13400.0,SSE992764683134
SEE966259863189,WBS Bakendorf I,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,6700.0,6700.0,13400.0,SSE981912648910
SEE926013503096,BESS Geisfeld,In Planung,Rheinland-Pfalz,,Batterie,524,727,6700.0,6700.0,17888.0,SSE961384376443
SEE969767803531,Speicher Elsterheide,In Planung,Sachsen,,Batterie,524,727,6700.0,6700.0,8000.0,SSE917323513882
SEE943019351872,WBS Borg I,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,6700.0,6700.0,13400.0,SSE900222474019
SEE961664690757,Wulkow Speicher,In Planung,Brandenburg,,Batterie,524,727,6700.0,6700.0,13400.0,SSE985176806949
SEE994736612838,Bad Wünnenberg Speicher,In Planung,Nordrhein-Westfalen,,Batterie,524,727,6700.0,6700.0,13400.0,SSE903152177562
SEE967231092726,Speicher Lübbenau AK 1,In Planung,Brandenburg,,Batterie,524,727,6700.0,6700.0,13400.0,SSE942346849502
SEE910627405969,Solarpark Vincenzenbronn Speicher,In Betrieb,Bayern,/Date(1784851200000)/,Batterie,524,727,7668.0,6696.0,13500.0,SSE969091988669
SEE924228596292,Speicher Vohburg-Oberdolling - P22-494,In Planung,Bayern,,Batterie,524,727,6670.0,6670.0,13340.0,SSE946184835550
SEE910346930148,Speicher Krumpa Ost,In Planung,Sachsen-Anhalt,,Batterie,524,727,6670.0,6670.0,16932.0,SSE901099879310
SEE905539686049,Speicher Inchenhofen III - P22-578,In Planung,Bayern,,Batterie,524,727,6670.0,6670.0,13340.0,SSE909708346901
SEE988617841011,Batterie Neuenmarkt,In Planung,Bayern,,Batterie,524,,6670.0,6670.0,16932.0,SSE908440511707
SEE999128430694,Batterie,In Planung,Sachsen,,Batterie,524,,6670.0,6670.0,13340.0,SSE952301379227
SEE942155837196,Batterie Niederlamitz,In Planung,Bayern,,Batterie,524,727,6670.0,6670.0,16932.0,SSE995766580302
SEE912414171583,Speicher Krumpa West,In Planung,Sachsen-Anhalt,,Batterie,524,727,6670.0,6670.0,16932.0,SSE904428504648
SEE954144885392,Speicher Solarpark Zapel,In Planung,Berlin,,Batterie,524,727,6670.0,6670.0,13340.0,SSE972451999779
SEE945798007834,Speicher Eggenreuth,In Betrieb,Bayern,/Date(1777507200000)/,Batterie,524,727,6670.0,6670.0,23212.0,SSE944388946416
SEE917689107459,BESS Merseburg,In Betrieb,Sachsen-Anhalt,/Date(1694736000000)/,Batterie,524,727,6670.0,6670.0,20521.0,SSE972926906332
SEE980603153412,Solarpark Linthe Speicher,In Planung,Brandenburg,,Batterie,524,,6667.0,6667.0,13334.0,SSE978306802874
SEE935078717102,Photovoltaik-Speicher-Kraftwerk Falkenwalde,In Planung,Brandenburg,,Batterie,524,727,6667.0,6667.0,13334.0,SSE948884000603
SEE987573397112,Solarpark Wiedergeltingen Oberes Ried - BESS,In Planung,Bayern,,Batterie,524,727,6667.0,6667.0,20000.0,SSE917952160198
SEE940735610658,Solarpark Ottobeuren Oberhaslach - BESS,In Planung,Bayern,,Batterie,524,,6667.0,6667.0,20000.0,SSE908672066709
SEE987963426217,BESS Ehra-Lessien GC DEV,In Planung,Niedersachsen,,Batterie,524,,6667.0,6667.0,13333.0,SSE902045811194
SEE955850494908,Photovoltaik-Speicher-Kraftwerk Büttelborn,In Planung,Hessen,,Batterie,524,,6667.0,6667.0,13334.0,SSE933391661829
SEE931682035649,Photovoltaik-Speicher-Kraftwerk Löwenberg,In Planung,Brandenburg,,Batterie,524,727,6667.0,6667.0,13334.0,SSE973987599778
SEE939314658563,BESS Dummerstorf Energiewende 2,In Planung,Mecklenburg-Vorpommern,,Batterie,524,,6667.0,6667.0,13334.0,SSE974901934132
SEE917240593240,BESS Dummerstorf Energiewende 3,In Planung,Mecklenburg-Vorpommern,,Batterie,524,,6667.0,6667.0,13334.0,SSE951511819295
SEE991461478654,BESS Niederdorf GC DEV,In Planung,Sachsen,,Batterie,524,,6667.0,6667.0,13333.0,SSE934593164668
SEE920353802208,Herbstadt-Ottelmannshausen BESS,In Planung,Bayern,,Batterie,524,,6625.0,6625.0,13250.0,SSE999998777141
SEE948200596537,Batteriespeicher Tann,In Betrieb,Bayern,/Date(1777248000000)/,Batterie,524,732,6624.0,6624.0,14400.0,SSE945226554435
SEE970308490462,Speicher Lübbenau AK 3,In Planung,Brandenburg,,Batterie,524,727,6600.0,6600.0,13200.0,SSE990257207157
SEE908196244164,Looft 1.3 Speicher,In Planung,Schleswig-Holstein,,Batterie,524,727,6600.0,6600.0,13200.0,SSE992540215306
SEE928023239590,BAT Fürstenfeldbruck,In Planung,Bayern,,Batterie,524,727,8000.0,6600.0,16000.0,SSE905206878920
SEE903321442613,BESS Konradsreuth,In Planung,Bayern,,Batterie,524,727,6580.0,6580.0,13160.0,SSE953556757891
SEE986920461797,BESS Autengrün,In Planung,Bayern,,Batterie,524,727,6580.0,6580.0,13160.0,SSE914540539077
SEE966587082344,Speicher Querenbach,In Planung,Bayern,,Batterie,524,727,6580.0,6580.0,13160.0,SSE911698613758
SEE911454349471,Batteriespeicher Garzweiler,In Betrieb,Nordrhein-Westfalen,/Date(1686614400000)/,Batterie,524,727,6500.0,6500.0,13000.0,SSE984281257615
SEE980161575503,Frankfurt Oder West 2.3 Speicher,In Planung,Brandenburg,,Batterie,524,727,6500.0,6500.0,13000.0,SSE965955892776
SEE984944135533,Bagenz 2.2 Speicher,In Planung,Brandenburg,,Batterie,524,727,6500.0,6500.0,13000.0,SSE976661719745
SEE948993143925,Spoitgendorf II Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,6500.0,6500.0,13000.0,SSE994307099150
SEE921668391081,Bereich Nord Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,6500.0,6500.0,13000.0,SSE952937240632
SEE968609335797,Batteriespeicher Badem II,In Planung,Rheinland-Pfalz,,Batterie,524,727,6475.0,6475.0,12950.0,SSE944167451551
SEE960663719957,Speicher Dielkirchen - P19-028 - Teil 3,In Planung,Rheinland-Pfalz,,Batterie,524,727,6450.0,6450.0,12900.0,SSE929604597481
SEE980518702026,"Batteriespeicher, Auf dem Hundsrück 6, 36088 Hünfeld",In Betrieb,Hessen,/Date(1732579200000)/,Batterie,524,727,6416.0,6416.0,20520.0,SSE966162371009
SEE939662192023,Windpark Reußenköge Batteriespeicher 1,In Betrieb,Schleswig-Holstein,/Date(1712707200000)/,Batterie,524,727,6400.0,6400.0,8000.0,SSE935386447296
SEE912013538152,Windpark Reußenköge Batteriespeicher 2,In Betrieb,Schleswig-Holstein,/Date(1712707200000)/,Batterie,524,727,6400.0,6400.0,8000.0,SSE956265303328
SEE959998758748,Speicher Solarpark Bad Bentheim,In Planung,Niedersachsen,,Batterie,524,727,8128.0,6400.0,16256.0,SSE967222860778
SEE957078902784,FFPVA Calvörde West InnoVA-Speicher,In Planung,Sachsen-Anhalt,,Batterie,524,727,6372.0,6372.0,20060.0,SSE940976911538
SEE973640560015,Speicher GRAU Gochsheim 2026,In Betrieb,Bayern,/Date(1778630400000)/,Batterie,524,727,6350.0,6350.0,13416.0,SSE966372216459
SEE983075526197,Speicher Gachenbach PR II - P26-076,In Planung,Bayern,,Batterie,524,727,6250.0,6250.0,12500.0,SSE916674745423
SEE911836897996,Batteriespeicher Herdecke,In Betrieb,Nordrhein-Westfalen,/Date(1499299200000)/,Batterie,524,727,6250.0,6250.0,5000.0,SSE982404664302
SEE952536412140,Photovoltaik-Speicher-Kraftwerk Marnitz 3 20MW,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,6250.0,6250.0,12500.0,SSE908946489227
SEE982744743101,Solarpark Münchham 51 GmbH Speicher,In Betrieb,Bayern,/Date(1785801600000)/,Batterie,524,727,6200.0,6200.0,14880.0,SSE946887103024
SEE913280505540,PVA Lalendorf BESS Grau,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,6200.0,6200.0,14707.0,SSE957982858122
SEE958414316241,Batteriespeicher,In Betrieb,Bayern,/Date(1708905600000)/,Batterie,524,727,6200.0,6200.0,20435.0,SSE932029965490
SEE939346315557,Speicher Beilrode I - Teilanlage 5,In Betrieb,Sachsen,/Date(1743465600000)/,Batterie,524,727,7112.0,6160.0,14224.0,SSE926944270777
SEE958210318449,BESS FFPVA Bohmterheide,In Planung,Niedersachsen,,Batterie,524,727,8360.0,6120.0,16720.0,SSE979056635545
SEE924750690031,BESS FFPVA Bissendorf-Himbergen,In Planung,Niedersachsen,,Batterie,524,727,8360.0,6120.0,16720.0,SSE939787203260
SEE935147494255,Batteriespeicher Herdecke 2,In Betrieb,Nordrhein-Westfalen,/Date(1639526400000)/,Batterie,524,727,6080.0,6080.0,4560.0,SSE967078786536
SEE912754991247,BESS Roggentin GC Dev,In Planung,Mecklenburg-Vorpommern,,Batterie,524,,6043.0,6043.0,12086.0,SSE944120451437
SEE998969352356,WBS-Pinnow,In Betrieb,Mecklenburg-Vorpommern,/Date(1680739200000)/,Batterie,524,727,6000.0,6000.0,6000.0,SSE925812168055
SEE902677665356,trlyr 10,In Planung,Niedersachsen,,Batterie,524,727,6000.0,6000.0,13790.0,SSE928168307642
SEE982841894621,Trading-BESS Steingaden,In Betrieb,Bayern,/Date(1779321600000)/,Batterie,524,727,6000.0,6000.0,12192.0,SSE989121287357
SEE923303931591,Agri-PV Johanniskirchen Innovationsspeicher,In Planung,Bayern,,Batterie,524,727,6000.0,6000.0,12000.0,SSE934723897244
SEE948527953860,BESS Karlsbrunn,In Planung,Saarland,,Batterie,524,727,6000.0,6000.0,27000.0,SSE934939521001
SEE958767120144,Batteriespeicher Dehnsen - Wohlenbüttel,In Planung,Niedersachsen,,Batterie,524,727,6000.0,6000.0,12000.0,SSE999246790250
SEE970003309878,"Speicher PV-Park 17,8 Mwp",In Planung,Brandenburg,,Batterie,524,732,6000.0,6000.0,10320.0,SSE983112159784
SEE970949767220,Hallen 1-7,In Betrieb,Bayern,/Date(1780272000000)/,Batterie,524,727,6000.0,6000.0,14400.0,SSE913028159608
SEE996804867492,PVA Schömberg BESS,In Planung,Baden-Württemberg,,Batterie,524,727,6000.0,6000.0,18000.0,SSE934098747922
SEE923525733690,Weede Speicher,In Planung,Schleswig-Holstein,,Batterie,524,727,5800.0,5800.0,11600.0,SSE986467747446
SEE959638838588,Batteriespeicher,In Betrieb,Bayern,/Date(1614124800000)/,Batterie,524,727,5800.0,5800.0,2650.0,SSE929237426363
SEE931080105234,PVA Lalendorf BESS InnoAus,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,5800.0,5800.0,15300.0,SSE930636059434
SEE949344113291,Batteriespeicher Energiezukunft Fuchstal,In Betrieb,Bayern,/Date(1651449600000)/,Batterie,524,727,5800.0,5800.0,3200.0,SSE909862306056
SEE924578989171,Speicher Gebot 4,In Planung,Brandenburg,,Batterie,524,727,5712.0,5712.0,11500.0,SSE989706440290
SEE945321359423,BESS-Brönnhof,In Planung,Bayern,,Batterie,524,,5700.0,5700.0,16000.0,SSE945508778382
SEE903899709163,Speicher Greding VIII - P24-320,In Planung,Bayern,,Batterie,524,727,5650.0,5650.0,11300.0,SSE928606767236
SEE931076843966,Speicher Ottmarsfeld Nord,In Betrieb,Bayern,/Date(1698796800000)/,Batterie,524,727,5600.0,5600.0,12441.6,SSE901133020630
SEE900310540558,Speicher Beilrode I - Teilanlage 6,In Betrieb,Sachsen,/Date(1746057600000)/,Batterie,524,727,7112.0,5600.0,14224.0,SSE919917475545
SEE999051917675,Speicher Jerchel West - Teilanlage 3,In Betrieb,Brandenburg,/Date(1748736000000)/,Batterie,524,727,6160.0,5600.0,14226.66,SSE963318130343
SEE965799757125,Speicher Jerchel West - Teilanlage 2,In Betrieb,Brandenburg,/Date(1748649600000)/,Batterie,524,727,6160.0,5600.0,14226.66,SSE955799733632
SEE916332077347,Batterie Lisberg II,In Planung,Bayern,,Batterie,524,,5500.0,5500.0,11288.0,SSE948728305215
SEE927468255394,BESS Fischbach,In Betrieb,Bayern,/Date(1752796800000)/,Batterie,524,727,5500.0,5500.0,11000.0,SSE918809409798
SEE987431751018,BS Glasewitz,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,5500.0,5500.0,11000.0,SSE924973190400
SEE995057442869,VENDO SOLAR Park Salzbergen ll Speicher,In Planung,Niedersachsen,,Batterie,524,727,5500.0,5500.0,11000.0,SSE988855296598
SEE948862230381,ISEA - M5BAT,In Betrieb,Nordrhein-Westfalen,/Date(1471392000000)/,Batterie,524,727,5410.0,5410.0,5298.0,SSE953659885552
SEE921509939243,PASM Großspeicher Bamberg I (Intillion),In Betrieb,Bayern,/Date(1722988800000)/,Batterie,524,727,5400.0,5400.0,26832.0,SSE912385681432
SEE920332685334,PASM Großspeicher Hannover I (Intillion),In Betrieb,Niedersachsen,/Date(1756425600000)/,Batterie,524,727,5400.0,5400.0,26832.0,SSE991055062504
SEE965965496773,Speicher Dettelbach - P23-392,In Planung,Bayern,,Batterie,524,727,5400.0,5400.0,10800.0,SSE949302937044
SEE930850021972,PV AH Nord Stromspeicher,In Planung,Nordrhein-Westfalen,,Batterie,524,727,5300.0,5300.0,21200.0,SSE938979436042
SEE944822244566,Batteriespeicher,In Betrieb,Bayern,/Date(1698624000000)/,Batterie,524,727,5300.0,5300.0,15667.0,SSE925529894964
SEE993058679123,Solarkraftwerk Mitterteich Speicher,In Planung,Bayern,,Batterie,524,727,5300.0,5300.0,15045.0,SSE946654484936
SEE981866838481,Batteriespeicher Nauen V,In Planung,Brandenburg,,Batterie,524,727,5250.0,5250.0,10500.0,SSE946367808609
SEE983538133412,Batteriespeicher Kyritz,In Planung,Brandenburg,,Batterie,524,727,5250.0,5250.0,14490.0,SSE978547043845
SEE910282718817,Speicher Gammertingen 04/21,In Betrieb,Baden-Württemberg,/Date(1708387200000)/,Batterie,524,732,5250.0,5250.0,10500.0,SSE983822324496
SEE966505165425,Batteriespeicher Heilbronn,In Betrieb,Baden-Württemberg,/Date(1522540800000)/,Batterie,524,727,5200.0,5200.0,4800.0,SSE939958657007
SEE932302721829,Hohwacht Schmiedendorf 2 Speicher,In Planung,Schleswig-Holstein,,Batterie,524,727,5200.0,5200.0,10400.0,SSE994070545151
SEE923465399536,Wallerfangen Drei Kapuziner 1.2 Speicher,In Planung,Saarland,,Batterie,524,727,5200.0,5200.0,10400.0,SSE985920377558
SEE900793187943,BESS-Anlage Energiepark Egestorf,In Planung,Niedersachsen,,Batterie,524,727,5200.0,5200.0,10855.0,SSE951216495473
SEE932817881759,SP Kottgeisering vier Jauchert Speicher,In Planung,Bayern,,Batterie,524,727,5200.0,5200.0,10400.0,SSE977153006824
SEE942762388616,Bereich Süd Speicher,In Planung,Mecklenburg-Vorpommern,,Batterie,524,727,5200.0,5200.0,10400.0,SSE914900265073
